identificador,titulo,municipio_estado,modalidade,modalidade_id,orgao,site_original
TCE-CE-166378,2023.12.22.01TP,"Jijoca de Jericoacoara [CE]","Sem modalidade definida",0,"JIJOCA DE JERICOACOARA",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227475/licit/166378
TCE-CE-166233,2023.12.22.02,"Penaforte [CE]","Sem modalidade definida",0,PENAFORTE,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227272/licit/166233
TCE-CE-166243,2023.12.22.03,"Penaforte [CE]","Sem modalidade definida",0,PENAFORTE,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227290/licit/166243
TCE-CE-165932,2023.12.22.1,"Crato [CE]","Sem modalidade definida",0,CRATO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226905/licit/165932
TCE-CE-165873,2023.12.22.1,"Juazeiro do Norte [CE]","Sem modalidade definida",0,"JUAZEIRO DO NORTE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226830/licit/165873
TCE-CE-165836,2023.12.22.2,"Juazeiro do Norte [CE]","Sem modalidade definida",0,"JUAZEIRO DO NORTE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226779/licit/165836
TCE-CE-166119,2023.12.26.1,"Crato [CE]","Sem modalidade definida",0,CRATO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227134/licit/166119
TCE-CE-165879,2023.12.26.1,"Porteiras [CE]","Sem modalidade definida",0,PORTEIRAS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226838/licit/165879
TCE-CE-166579,2023.12.26.1,"Granjeiro [CE]","Sem modalidade definida",0,GRANJEIRO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227725/licit/166579
CE-166589,2023.12.26.1,"Juazeiro do Norte [CE]","Sem modalidade definida",0,"Prefeitura de JUAZEIRO DO NORTE (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227741/licit/166589
TCE-CE-165885,2023.12.26.2,"Porteiras [CE]","Sem modalidade definida",0,PORTEIRAS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226845/licit/165885
TCE-CE-166581,2023.12.26.2,"Granjeiro [CE]","Sem modalidade definida",0,GRANJEIRO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227730/licit/166581
TCE-CE-165878,2023.12.26.2,"Juazeiro do Norte [CE]","Sem modalidade definida",0,"JUAZEIRO DO NORTE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226836/licit/165878
TCE-CE-165759,2023.12.26.2,"Arneiroz [CE]","Sem modalidade definida",0,ARNEIROZ,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226681/licit/165759
TCE-CE-165906,2023.12.26.3,"Juazeiro do Norte [CE]","Sem modalidade definida",0,"JUAZEIRO DO NORTE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226874/licit/165906
TCE-CE-165897,2023.12.26.4,"Juazeiro do Norte [CE]","Sem modalidade definida",0,"JUAZEIRO DO NORTE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226863/licit/165897
TCE-CE-166285,2023.12.26.44,"Campos Sales [CE]","Sem modalidade definida",0,"CAMPOS SALES",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227344/licit/166285
TCE-CE-166470,2023.12.27.001,"Forquilha [CE]","Sem modalidade definida",0,FORQUILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227602/licit/166470
TCE-CE-166385,2023.12.27.002,"Forquilha [CE]","Sem modalidade definida",0,FORQUILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227490/licit/166385
TCE-CE-166374,2023.12.27.003,"Boa Viagem [CE]","Sem modalidade definida",0,"BOA VIAGEM",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227464/licit/166374
TCE-CE-166546,2023.12.27.003,"Forquilha [CE]","Sem modalidade definida",0,FORQUILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227689/licit/166546
TCE-CE-166489,2023.12.27.004,"Forquilha [CE]","Sem modalidade definida",0,FORQUILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227624/licit/166489
TCE-CE-166507,2023.12.27.005,"Forquilha [CE]","Sem modalidade definida",0,FORQUILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227649/licit/166507
TCE-CE-166335,2023.12.27.01PE,"Irauçuba [CE]","Sem modalidade definida",0,IRAUCUBA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227419/licit/166335
TCE-CE-166379,2023.12.27.01PP,"Jijoca de Jericoacoara [CE]","Sem modalidade definida",0,"JIJOCA DE JERICOACOARA",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227478/licit/166379
TCE-CE-166394,2023.12.27.02-T,"Solonópole [CE]","Sem modalidade definida",0,SOLONOPOLE,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227506/licit/166394
TCE-CE-166382,2023.12.27.02PE,"Jijoca de Jericoacoara [CE]","Sem modalidade definida",0,"JIJOCA DE JERICOACOARA",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227483/licit/166382
TCE-CE-166107,2023.12.27.1,"Porteiras [CE]","Sem modalidade definida",0,PORTEIRAS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227121/licit/166107
TCE-CE-166100,2023.12.27.1,"Crato [CE]","Sem modalidade definida",0,CRATO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227114/licit/166100
TCE-CE-166323,2023.12.27.1SRP,"Horizonte [CE]","Sem modalidade definida",0,HORIZONTE,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227402/licit/166323
TCE-CE-166004,2023.12.27.2,"Crato [CE]","Sem modalidade definida",0,CRATO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226994/licit/166004
TCE-CE-166138,2023.12.27.2,"Porteiras [CE]","Sem modalidade definida",0,PORTEIRAS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227158/licit/166138
TCE-CE-166479,2023.12.27.3-PE,"Paracuru [CE]","Sem modalidade definida",0,PARACURU,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227613/licit/166479
TCE-CE-166596,2023.12.28.001,"Pacajus [CE]","Sem modalidade definida",0,PACAJUS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227751/licit/166596
TCE-CE-166387,2023.12.28.001,"Forquilha [CE]","Sem modalidade definida",0,FORQUILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227492/licit/166387
TCE-CE-166548,2023.12.28.002,"Forquilha [CE]","Sem modalidade definida",0,FORQUILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227691/licit/166548
TCE-CE-166463,2023.12.28.002,"Pacajus [CE]","Sem modalidade definida",0,PACAJUS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227591/licit/166463
TCE-CE-166340,2023.12.28.01TP,"Irauçuba [CE]","Sem modalidade definida",0,IRAUCUBA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227425/licit/166340
TCE-CE-166359,2023.12.28.01TP,"Nova Olinda [CE]","Sem modalidade definida",0,"NOVA OLINDA",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227445/licit/166359
TCE-CE-166341,2023.12.28.02PE,"Irauçuba [CE]","Sem modalidade definida",0,IRAUCUBA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227426/licit/166341
TCE-CE-166320,2023.12.28.03PE,"Irauçuba [CE]","Sem modalidade definida",0,IRAUCUBA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227392/licit/166320
CE-166230,2023.12.28.1,"Barbalha [CE]","Sem modalidade definida",0,"Prefeitura de BARBALHA (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227268/licit/166230
TCE-CE-166230,2023.12.28.1,"Barbalha [CE]","Sem modalidade definida",0,BARBALHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227268/licit/166230
TCE-CE-166270,2023.12.28.1,"Várzea Alegre [CE]","Sem modalidade definida",0,"VARZEA ALEGRE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227326/licit/166270
TCE-CE-166192,2023.12.28.1,"Porteiras [CE]","Sem modalidade definida",0,PORTEIRAS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227223/licit/166192
TCE-CE-166578,2023.12.28.1,"Barro [CE]","Sem modalidade definida",0,BARRO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227724/licit/166578
TCE-CE-166345,2023.12.28.1-PE,"Horizonte [CE]","Sem modalidade definida",0,HORIZONTE,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227430/licit/166345
TCE-CE-166244,2023.12.28.2,"Porteiras [CE]","Sem modalidade definida",0,PORTEIRAS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227291/licit/166244
TCE-CE-166299,2023.12.28.2,"Várzea Alegre [CE]","Sem modalidade definida",0,"VARZEA ALEGRE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227364/licit/166299
TCE-CE-166482,2023.12.28.2-TP,"Baixio [CE]","Sem modalidade definida",0,BAIXIO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227616/licit/166482
TCE-CE-166469,2023.12.28.3,"Quixelô [CE]","Sem modalidade definida",0,QUIXELO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227601/licit/166469
TCE-CE-166538,2023.12.28.3,"Farias Brito [CE]","Sem modalidade definida",0,"FARIAS BRITO",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227680/licit/166538
TCE-CE-166545,2023.12.28.4,"Farias Brito [CE]","Sem modalidade definida",0,"FARIAS BRITO",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227688/licit/166545
TCE-CE-166356,2023.12.29.001i,"Parambu [CE]","Sem modalidade definida",0,PARAMBU,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227442/licit/166356
CE-165689,2023121801-ADM,"Jaguaretama [CE]","Sem modalidade definida",0,"Prefeitura de JAGUARETAMA (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226590/licit/165689
TCE-CE-166417,2023121920TP,"Nova Olinda [CE]","Sem modalidade definida",0,"NOVA OLINDA",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227531/licit/166417
TCE-CE-166429,2023122001PP,"Nova Olinda [CE]","Sem modalidade definida",0,"NOVA OLINDA",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227545/licit/166429
CE-165790,20231220087-CP,"Chorozinho [CE]","Sem modalidade definida",0,"Prefeitura de CHOROZINHO (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226725/licit/165790
TCE-CE-166433,2023122201PP,"Nova Olinda [CE]","Sem modalidade definida",0,"NOVA OLINDA",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227552/licit/166433
TCE-CE-166456,2023122202PE,"Jaguaribara [CE]","Sem modalidade definida",0,JAGUARIBARA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227582/licit/166456
CE-166490,20231226001GM,"Aiuaba [CE]","Sem modalidade definida",0,"Prefeitura de AIUABA (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227625/licit/166490
TCE-CE-166060,2023122601-TP,"Jaguaribara [CE]","Sem modalidade definida",0,JAGUARIBARA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227067/licit/166060
TCE-CE-166412,2023122701PE,"Jaguaribara [CE]","Sem modalidade definida",0,JAGUARIBARA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227526/licit/166412
TCE-CE-166681,2023122701PPRP,"Eusébio [CE]","Sem modalidade definida",0,EUSEBIO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227865/licit/166681
CE-166303,20231227094-CP,"Chorozinho [CE]","Sem modalidade definida",0,"Prefeitura de CHOROZINHO (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227368/licit/166303
TCE-CE-166303,20231227094-CP,"Chorozinho [CE]","Sem modalidade definida",0,CHOROZINHO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227368/licit/166303
CE-166502,2023122801-TP,"Jaguaribara [CE]","Sem modalidade definida",0,"Prefeitura de JAGUARIBARA (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227642/licit/166502
TCE-CE-166481,202312280100-TP,"Chorozinho [CE]","Sem modalidade definida",0,CHOROZINHO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227615/licit/166481
TCE-CE-166205,20231228095-PE,"Chorozinho [CE]","Sem modalidade definida",0,CHOROZINHO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227240/licit/166205
TCE-CE-166505,20231228096-PE,"Chorozinho [CE]","Sem modalidade definida",0,CHOROZINHO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227645/licit/166505
TCE-CE-166491,20231228098-PE,"Chorozinho [CE]","Sem modalidade definida",0,CHOROZINHO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227627/licit/166491
CE-166229,20231228099-CP,"Chorozinho [CE]","Sem modalidade definida",0,"Prefeitura de CHOROZINHO (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227267/licit/166229
TCE-CE-166500,20232712001PMLN,"Limoeiro do Norte [CE]","Sem modalidade definida",0,"LIMOEIRO DO NORTE",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227638/licit/166500
CE-166314,21.001/2023-CP,"Jijoca de Jericoacoara [CE]","Sem modalidade definida",0,"Prefeitura de ICO (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227380/licit/166314
TCE-CE-165970,21/2023-PERP,"Icó [CE]","Sem modalidade definida",0,ICO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226955/licit/165970
TCE-CE-166110,2111.01/2023-TP,"Acaraú [CE]","Sem modalidade definida",0,ACARAU,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227125/licit/166110
TCE-CE-166671,2112.01/2023PE,"Cascavel [CE]","Sem modalidade definida",0,CASCAVEL,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227850/licit/166671
TCE-CE-166404,"2112.01/23 PE","Milhã [CE]","Sem modalidade definida",0,MILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227516/licit/166404
CE-166115,"22.003/2023 -CP","Jijoca de Jericoacoara [CE]","Sem modalidade definida",0,"Prefeitura de ICO (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227130/licit/166115
TCE-CE-166115,"22.003/2023 -CP","Icó [CE]","Sem modalidade definida",0,ICO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227130/licit/166115
TCE-CE-166238,"22.004/2023 -CP","Icó [CE]","Sem modalidade definida",0,ICO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227283/licit/166238
TCE-CE-166543,22.12.001/2023,"Saboeiro [CE]","Sem modalidade definida",0,SABOEIRO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227685/licit/166543
TCE-CE-165969,2212.01/2023-CP,"Acaraú [CE]","Sem modalidade definida",0,ACARAU,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226953/licit/165969
TCE-CE-166015,2212.01/23-PMF,"Fortim [CE]","Sem modalidade definida",0,FORTIM,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227007/licit/166015
TCE-CE-166042,2212.02/23-PMF,"Fortim [CE]","Sem modalidade definida",0,FORTIM,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227041/licit/166042
TCE-CE-166061,2212.03/23-GAB,"Fortim [CE]","Sem modalidade definida",0,FORTIM,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227068/licit/166061
TCE-CE-166280,2212260123-PERP,"Quixeramobim [CE]","Sem modalidade definida",0,QUIXERAMOBIM,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227338/licit/166280
CE-166009,23.001/2023-PE,"Jijoca de Jericoacoara [CE]","Sem modalidade definida",0,"Prefeitura de ICO (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226999/licit/166009
TCE-CE-166673,23.01.20/PE,"Itapipoca [CE]","Sem modalidade definida",0,ITAPIPOCA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227853/licit/166673
CE-166369,23.21.01/CP,"Itapipoca [CE]","Sem modalidade definida",0,"Prefeitura de ITAPIPOCA (CE)",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227457/licit/166369
TCE-CE-166339,23.23.10/CP,"Itapipoca [CE]","Sem modalidade definida",0,ITAPIPOCA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227424/licit/166339
TCE-CE-166152,23.23.12/TP,"Itapipoca [CE]","Sem modalidade definida",0,ITAPIPOCA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227174/licit/166152
TCE-CE-166358,23.25.01/TP,"Itapipoca [CE]","Sem modalidade definida",0,ITAPIPOCA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227444/licit/166358
TCE-CE-166036,26.12.001/2023,"Tauá [CE]","Sem modalidade definida",0,TAUA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227034/licit/166036
TCE-CE-166527,2612.01-23-SRP,"Milhã [CE]","Sem modalidade definida",0,MILHA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227669/licit/166527
TCE-CE-166311,"2612.01.2023 PE","Pacoti [CE]","Sem modalidade definida",0,PACOTI,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227376/licit/166311
TCE-CE-166272,2612.02/23-SME,"Fortim [CE]","Sem modalidade definida",0,FORTIM,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227328/licit/166272
TCE-CE-166309,2612.04/23-PMF,"Fortim [CE]","Sem modalidade definida",0,FORTIM,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227374/licit/166309
TCE-CE-166216,2612202301PE,"Santana do Cariri [CE]","Sem modalidade definida",0,"SANTANA DO CARIRI",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227252/licit/166216
TCE-CE-166221,2612202302SRPP,"Santana do Cariri [CE]","Sem modalidade definida",0,"SANTANA DO CARIRI",https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227258/licit/166221
TCE-CE-165993,27.12.004/2023,"Tauá [CE]","Sem modalidade definida",0,TAUA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226983/licit/165993
TCE-CE-165997,27.12.005/2023,"Tauá [CE]","Sem modalidade definida",0,TAUA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226987/licit/165997
TCE-CE-166017,27.12.006/2023,"Tauá [CE]","Sem modalidade definida",0,TAUA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227009/licit/166017
TCE-CE-166215,27.12.007/2023,"Tauá [CE]","Sem modalidade definida",0,TAUA,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227251/licit/166215
TCE-CE-166321,2712.01.2023-PE,"Pacoti [CE]","Sem modalidade definida",0,PACOTI,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227399/licit/166321
TCE-CE-166267,2712.01/2023,"Groaíras [CE]","Sem modalidade definida",0,GROAIRAS,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227321/licit/166267
TCE-CE-166410,"2712.01/2023 TP","Baturité [CE]","Sem modalidade definida",0,BATURITE,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/227523/licit/166410
TCE-CE-165990,2712.01/2023-TP,"Mucambo [CE]","Sem modalidade definida",0,MUCAMBO,https://municipios-licitacoes.tce.ce.gov.br/index.php/licitacao/detalhes/proc/226979/licit/165990
